sigma,eta
0.175,0.85833333
0.875,0.275
0.33333333,0.0083333333
0.10833333,0.74166667
0.19166667,0.4
0.9,0.6
0.68333333,0.79166667
0.18333333,0.88333333
0.61666667,0.1
0.78333333,0.55
0.91666667,0.56666667
0.43333333,0.93333333
0.75,0.21666667
1,0.8
0.575,0.85833333
0.125,0.091666667
0.16666667,0.99166667
0.36666667,0.38333333
0.71666667,0.775
0.78333333,0.18333333
1,0.4
0.075,0.033333333
0.275,0.5
0.89166667,0.53333333
0.64166667,0.91666667
0.55,0.85833333
0.83333333,0.14166667
0.40833333,0.59166667
0.8,0.083333333
0.8,0.88333333
0.56666667,0.61666667
0.041666667,0.44166667
0.36666667,0.83333333
0.89166667,0.85833333
0.98333333,0.48333333
0.058333333,0.46666667
0.78333333,0.31666667
0.425,0.2
0.7,0.0083333333
0.375,0.93333333
0.51666667,0.55
0.95,0.95833333
0.025,0.725
0.19166667,0.84166667
0.59166667,0.45
0.20833333,0.54166667
0.8,0.46666667
0.033333333,0.56666667
0.18333333,0.38333333
0.6,0.86666667
0.05,0.10833333
0.66666667,0.81666667
0.89166667,0.15833333
0.95,0.7
0.56666667,0.75
0.075,1
0.15833333,0.98333333
0.41666667,0.575
0.40833333,0.24166667
0.525,0.49166667
0.45,0.39166667
0.475,0.275
0.0083333333,0.86666667
0.675,0.35833333
0.14166667,0.38333333
0.49166667,0.74166667
0.26666667,0.475
0.63333333,0.225
0.575,0.19166667
0.15833333,0.35833333
0.76666667,0.33333333
0.8,0.40833333
0.45833333,0.7
0.31666667,0.14166667
0.125,0.0083333333
0.71666667,0.44166667
0.75833333,0.84166667
0.91666667,0.19166667
0.675,0.79166667
0.95833333,0.39166667
0.625,0.61666667
0.9,0.083333333
0.2,0.81666667
0.69166667,0.35833333
0.93333333,0.45
0.075,0.66666667
0.7,0.2
0.9,1
0.85,0.125
0.525,0.66666667
0.55833333,0.74166667
0.041666667,0.45
0.64166667,0.95833333
0.625,0.43333333
0.3,0.84166667
0.24166667,0.375
0.066666667,0.65833333
0.60833333,0.041666667
0.275,0.35833333
0.0083333333,0.775
0.86666667,0.39166667
0.033333333,0.425
0.058333333,0.975
0.56666667,0.7
0.625,0.13333333
0.475,0.85
0.78333333,0.7
0.125,0.88333333
0.2,0.31666667
0.78333333,0.19166667
0.25,0.81666667
0.33333333,0.41666667
0.066666667,0.3
0.24166667,0.40833333
0.20833333,0.23333333
0.85,0.775
0.83333333,0.83333333
0.033333333,0.475
0.78333333,0.9
0.86666667,0.94166667
0.34166667,0.033333333
0.8,0.066666667
0.98333333,0.33333333
0.64166667,0.54166667
0.30833333,0.18333333
0.225,0.9
0.20833333,0.74166667
0.4,0.23333333
0.80833333,0.49166667
0.96666667,0.89166667
0.1,0.7
0.71666667,0.21666667
0.35833333,0.058333333
0.625,0.3
0.78333333,0.41666667
0.11666667,0.38333333
0.125,0.41666667
0.71666667,0.73333333
0.31666667,0.81666667
0.11666667,0.0083333333
0.33333333,0.78333333
0.10833333,0.375
0.325,0.75833333
0.016666667,0.7
0.89166667,0.24166667
0.96666667,0.48333333
0.26666667,0.15833333
0.91666667,0.86666667
0.16666667,0.4
0.4,0.525
0.85,0.51666667
0.36666667,0.7
0.51666667,0.54166667
0.875,0.68333333
0.45833333,0.4
0.54166667,0.75833333
0.058333333,0.38333333
0.23333333,0.05
0.725,0.76666667
0.30833333,0.30833333
0.8,0.65
0.041666667,0.925
0.55,0.60833333
0.075,0.80833333
0.3,0.28333333
0.3,0.5
1,0.89166667
0.95,0.89166667
0.175,0.73333333
0.325,0.65833333
0.73333333,0.025
0.425,0.8
0.68333333,0.25
0.54166667,0.066666667
0.79166667,0.375
0.2,0.041666667
0.66666667,0.75833333
0.125,0.83333333
0.34166667,0.70833333
0.69166667,0.15833333
0.26666667,0.11666667
0.84166667,0.95833333
0.725,0.68333333
0.93333333,0.78333333
0.29166667,0.125
0.63333333,0.69166667
0.925,0.16666667
0.85,0.041666667
0.30833333,0.091666667
0.9,0.43333333
0.075,0.73333333
0.73333333,0.71666667
0.45,0.69166667
0.05,0.49166667
0.35833333,0.45
0.5,0.63333333
0.95,0.65
0.95,0.875
0.575,0.43333333
0.91666667,0.975
0.43333333,0.25
0.31666667,0.975
0.59166667,0.275
0.64166667,0.75
0.13333333,0.48333333
0.43333333,0.825
0.90833333,0.4
0.825,0.98333333
0.41666667,0.0083333333
0.45833333,0.091666667
0.81666667,0.35833333
0.49166667,0.6
0.39166667,0.75833333
0.225,0.53333333
0.625,0.41666667
0.79166667,0.64166667
0.89166667,0.058333333
0.44166667,0.28333333
0.23333333,0.70833333
0.9,0.68333333
0.0083333333,0.975
0.43333333,0.76666667
0.55,0.51666667
0.575,0.85
0.825,0.28333333
0.15833333,0.83333333
0.975,0.46666667
0.05,0.46666667
0.14166667,0.34166667
0.59166667,0.94166667
0.15833333,0.225
0.9,0.725
0.85833333,0.23333333
0.71666667,0.525
0.41666667,0.88333333
0.71666667,0.39166667
0.025,0.95
0.79166667,0.95833333
0.81666667,0.25
0.89166667,0.33333333
0.23333333,1
0.4,0.725
0.41666667,1
0.1,0.45
0.05,0.93333333
0.24166667,0.825
0.375,0.31666667
0.13333333,0.225
0.675,0.66666667
0.15,0.71666667
0.35,0.35833333
0.60833333,0.75
0.28333333,0.23333333
0.28333333,0.375
0.41666667,0.075
0.80833333,0.85
0.125,0.9
0.56666667,0.125
0.041666667,0.18333333
0.625,0.76666667
0.66666667,0.275
0.38333333,0.75833333
0.14166667,0.45833333
0.066666667,0.98333333
0.39166667,0.775
0.41666667,0.51666667
0.76666667,0.925
0.875,0.3
0.36666667,0.9
0.41666667,0.34166667
0.175,1
0.925,0.375
0.88333333,0.3
0.975,0.55833333
0.24166667,0.43333333
0.95833333,0.30833333
0.375,0.80833333
0.55,0.10833333
0.40833333,0.95833333
0.75,0.075
0.775,0.91666667
0.875,0.55833333
0.35833333,0.56666667
0.275,0.63333333
0.125,0.91666667
0.61666667,0.8
0.76666667,0.71666667
0.13333333,0.21666667
0.425,0.21666667
0.675,0.65833333
0.19166667,0.51666667
0.80833333,0.33333333
0.175,0.65
0.11666667,0.21666667
0.21666667,0.85
0.15833333,0.38333333
0.84166667,0.48333333
0.14166667,0.51666667
0.63333333,0.18333333
0.925,0.55833333
0.83333333,0.36666667
0.60833333,0.775
0.091666667,0.43333333
0.45833333,0.925
0.71666667,0.4
0.25833333,0.675
0.39166667,0.71666667
0.041666667,0.275
0.78333333,0.49166667
0.94166667,0.091666667
0.71666667,0.64166667
0.91666667,0.95
1,0.05
0.8,0.4
0.50833333,0.15833333
0.19166667,0.65
0.81666667,0.083333333
0.175,0.075
0.99166667,0.0083333333
0.58333333,0.78333333
0.2,0.58333333
0.041666667,0.25833333
0.40833333,0.23333333
0.33333333,0.80833333
0.091666667,0.30833333
0.19166667,0.60833333
0.525,0.59166667
0.525,0.43333333
0.30833333,0.275
0.575,0.45833333
0.88333333,0.41666667
0.875,0.41666667
0.30833333,0.45833333
0.34166667,0.58333333
0.6,0.45
0.38333333,0.23333333
0.70833333,0.35833333
0.65,0.15833333
0.38333333,0.66666667
0.18333333,0.68333333
0.80833333,0.9
0.39166667,0.18333333
0.65833333,0.775
0.53333333,0.125
0.98333333,0.85
0.95833333,0.075
0.25833333,0.925
0.48333333,0.25833333
0.14166667,0.575
0.075,0.05
0.25833333,0.21666667
0.2,0.7
0.43333333,0.675
0.1,0.30833333
0.033333333,0.98333333
0.36666667,0.75
0.625,0.89166667
0.65833333,0.25
0.025,0.1
0.0083333333,0.066666667
0.65,0.41666667
0.23333333,0.50833333
0.016666667,0.50833333
0.35,0.49166667
0.36666667,0.89166667
0.0083333333,0.55833333
0.925,0.65
0.26666667,0.65833333
0.85833333,0.65
0.34166667,0.75833333
0.74166667,0.041666667
0.35833333,0.091666667
0.56666667,0.775
0.025,0.89166667
0.21666667,0.34166667
0.775,0.73333333
0.925,0.95
0.13333333,0.7
0.24166667,0.275
0.375,0.90833333
0.53333333,0.45833333
0.925,0.39166667
0.26666667,0.091666667
0.11666667,0.066666667
0.29166667,0.41666667
0.46666667,0.40833333
0.55833333,0.61666667
0.975,0.50833333
0.74166667,0.625
0.091666667,0.68333333
0.68333333,0.20833333
0.083333333,0.70833333
0.45,0.18333333
0.058333333,0.59166667
0.85833333,0.45
0.525,0.33333333
0.68333333,0.025
0.0083333333,0.7
0.016666667,0.15833333
0.31666667,0.24166667
0.575,0.65
0.89166667,0.75
0.016666667,0.73333333
0.30833333,0.79166667
0.88333333,0.23333333
0.45833333,0.56666667
0.68333333,0.13333333
0.59166667,0.575
0.70833333,0.85
0.325,0.71666667
0.85,0.33333333
0.225,0.575
0.49166667,0.78333333
0.91666667,0.51666667
0.875,0.70833333
0.16666667,0.75833333
0.43333333,0.68333333
0.40833333,0.5
0.44166667,0.625
0.15833333,0.033333333
0.75,0.05
0.91666667,0.30833333
0.59166667,0.95
0.95,0.59166667
0.775,0.88333333
0.63333333,0.48333333
0.48333333,0.125
0.9,0.55
0.79166667,0.70833333
0.058333333,0.9
0.083333333,0.041666667
0.39166667,0.65833333
0.2,0.84166667
0.58333333,0.95
0.66666667,0.68333333
0.60833333,0.79166667
0.125,0.35
0.63333333,0.2
0.083333333,0.69166667
0.91666667,0.10833333
0.05,0.34166667
0.10833333,0.85833333
0.49166667,0.55833333
0.14166667,0.54166667
0.68333333,0.033333333
0.50833333,0.48333333
0.11666667,0.083333333
0.63333333,0.9
0.38333333,0.5
0.91666667,0.775
0.375,0.058333333
0.84166667,0.26666667
0.73333333,0.975
0.575,0.76666667
0.26666667,0.66666667
0.1,0.51666667
0.45833333,0.55833333
0.56666667,0.25
0.875,0.175
0.725,0.15833333
0.10833333,0.38333333
0.98333333,0.30833333
0.775,0.016666667
0.75,0.625
0.33333333,0.125
0.90833333,0.825
0.36666667,0.15
0.65833333,0.68333333
0.54166667,0.4
0.56666667,0.59166667
0.75833333,1
0.45833333,0.016666667
0.38333333,0.50833333
0.34166667,0.13333333
0.66666667,0.84166667
0.31666667,0.54166667
0.81666667,0.78333333
0.69166667,0.13333333
0.99166667,0.56666667
0.74166667,0.21666667
0.725,0.21666667
0.36666667,0.575
0.54166667,0.70833333
0.2,0.925
0.40833333,0.4
0.19166667,0.35
0.78333333,0.46666667
0.70833333,0.725
0.75,0.11666667
0.76666667,0.53333333
0.59166667,0.18333333
0.95833333,0.525
0.066666667,0.425
0.90833333,0.23333333
0.89166667,0.69166667
0.95833333,0.51666667
0.65,0.75833333
0.68333333,0.71666667
0.36666667,0.65833333
0.11666667,1
0.58333333,0.58333333
0.058333333,0.51666667
0.91666667,0.63333333
0.1,0.78333333
0.63333333,0.65
0.90833333,0.98333333
0.24166667,0.975
0.40833333,0.86666667
0.35,0.96666667
0.14166667,0.29166667
0.41666667,0.35833333
0.28333333,0.14166667
0.89166667,0.36666667
0.74166667,0.025
0.73333333,0.24166667
0.175,0.4
0.083333333,0.40833333
0.59166667,0.99166667
0.89166667,0.275
0.93333333,0.19166667
0.35833333,0.94166667
0.95833333,0.99166667
0.066666667,0.475
0.34166667,0.15
0.40833333,0.29166667
0.74166667,0.83333333
0.16666667,0.325
0.63333333,0.875
0.68333333,0.325
0.48333333,0.075
0.775,0.725
0.091666667,0.975
0.64166667,0.78333333
0.3,0.74166667
0.066666667,0.725
0.65833333,0.30833333
0.66666667,0.69166667
0.125,0.8
0.175,0.41666667
0.53333333,0.18333333
0.125,0.68333333
0.83333333,0.98333333
0.41666667,0.90833333
0.50833333,0.95833333
0.36666667,0.69166667
0.05,0.84166667
0.625,0.11666667
0.26666667,0.80833333
0.10833333,0.18333333
0.55833333,0.16666667
0.15,0.51666667
0.46666667,0.58333333
0.56666667,0.725
0.19166667,0.16666667
0.71666667,0.45
0.091666667,0.6
0.99166667,0.89166667
0.86666667,0.058333333
0.53333333,0.55833333
0.91666667,0.94166667
0.49166667,0.95833333
0.45,0.59166667
0.225,0.20833333
0.05,0.016666667
0.091666667,0.48333333
0.69166667,0.59166667
0.875,0.69166667
0.21666667,0.15
0.55,0.26666667
0.95833333,0.79166667
0.98333333,0.76666667
0.58333333,0.94166667
0.51666667,0.11666667
0.93333333,0.575
0.033333333,0.016666667
0.93333333,0.125
0.28333333,0.81666667
0.85833333,0.31666667
0.675,0.125
0.058333333,0.125
0.425,0.58333333
0.1,0.31666667
0.43333333,0.66666667
0.55833333,0.325
0.1,0.8
0.65833333,0.23333333
0.975,0.7
0.78333333,0.0083333333
0.775,0.36666667
0.44166667,0.725
0.325,0.93333333
0.44166667,0.68333333
0.64166667,0.1
0.975,0.93333333
0.375,0.79166667
0.4,0.54166667
0.46666667,0.3
0.76666667,0.91666667
0.54166667,0.35
0.26666667,0.066666667
0.33333333,0.49166667
0.54166667,0.85
0.85,0.34166667
0.23333333,0.99166667
0.83333333,0.375
0.91666667,0.40833333
0.88333333,0.95833333
0.775,0.53333333
0.51666667,0.81666667
0.2,0.64166667
0.20833333,0.725
0.45833333,0.65
0.46666667,0.84166667
0.41666667,0.50833333
0.75833333,0.95833333
0.43333333,0.041666667
0.4,0.93333333
0.95833333,0.71666667
0.48333333,0.875
0.73333333,0.45
0.43333333,0.26666667
0.05,0.55833333
0.21666667,0.75
0.95833333,0.275
0.275,0.125
0.35833333,0.35
0.55,0.96666667
0.925,0.025
0.43333333,0.61666667
0.38333333,1
0.30833333,0.375
0.64166667,0.5
0.45833333,0.29166667
0.20833333,0.33333333
0.91666667,0.75833333
0.44166667,0.083333333
0.35833333,0.71666667
0.775,0.19166667
0.90833333,0.93333333
0.91666667,0.50833333
0.23333333,0.55833333
0.51666667,0.05
0.21666667,0.35
0.28333333,0.60833333
0.95833333,0.43333333
0.15,0.65833333
0.4,0.625
0.75,0.65833333
0.41666667,0.475
0.48333333,0.3
0.19166667,0.425
0.69166667,0.68333333
0.56666667,0.30833333
0.675,0.16666667
0.33333333,0.26666667
0.4,0.25
0.88333333,0.16666667
0.175,0.89166667
0.55,0.38333333
0.375,0.025
0.325,0.041666667
0.6,0.058333333
0.0083333333,0.75
0.18333333,0.79166667
0.81666667,0.925
0.28333333,0.78333333
0.65,0.88333333
0.61666667,0.68333333
0.99166667,0.88333333
0.66666667,0.041666667
0.525,0.95833333
0.23333333,0.83333333
0.95833333,0.61666667
0.96666667,0.6
0.65833333,0.54166667
0.98333333,0.075
0.0083333333,0.80833333
0.2,0.13333333
0.96666667,0.91666667
0.20833333,0.38333333
0.11666667,0.73333333
0.90833333,0.45
0.84166667,0.091666667
0.79166667,0.7
0.81666667,0.93333333
0.31666667,0.35
0.56666667,0.825
0.85,0.9
0.86666667,0.79166667
0.35833333,0.925
0.80833333,0.39166667
0.25,0.73333333
0.58333333,0.66666667
0.625,0.125
0.89166667,0.44166667
0.48333333,0.63333333
0.59166667,0.375
0.49166667,0.925
0.25833333,0.9
0.26666667,0.058333333
0.15833333,0.60833333
0.80833333,0.44166667
0.26666667,0.71666667
0.1,0.5
0.25833333,0.94166667
0.425,0.51666667
0.125,0.30833333
0.375,0.94166667
0.075,0.46666667
0.60833333,0.275
0.75,0.90833333
0.85,0.40833333
0.24166667,0.76666667
0.55,0.25
0.2,0.21666667
0.20833333,0.14166667
0.50833333,0.075
0.10833333,0.033333333
0.5,0.99166667
0.74166667,0.55833333
0.15833333,0.61666667
0.525,0.725
0.775,0.41666667
1,0.46666667
0.29166667,0.21666667
0.80833333,0.25
0.74166667,0.65833333
0.48333333,0.76666667
0.15,0.15833333
0.275,0.11666667
0.33333333,0.75833333
0.41666667,0.4
0.68333333,0.41666667
0.36666667,1
0.78333333,0.65833333
0.6,0.19166667
0.95833333,0.55833333
0.975,0.18333333
0.53333333,0.15833333
0.78333333,0.65
0.45,0.10833333
0.50833333,0.30833333
0.15,0.21666667
0.85833333,0.8
0.11666667,0.7
0.275,0.29166667
0.14166667,0.95
0.64166667,0.40833333
0.90833333,0.10833333
0.95,0.65833333
0.05,0.64166667
0.84166667,0.73333333
0.975,0.80833333
0.63333333,0.34166667
0.98333333,0.625
0.23333333,0.925
0.23333333,0.058333333
0.83333333,0.625
0.3,0.69166667
0.225,0.95833333
0.725,0.91666667
0.05,0.15833333
0.86666667,0.8
0.1,0.175
0.3,0.225
0.69166667,0.10833333
0.25,0.24166667
0.65,0.29166667
0.225,0.44166667
0.40833333,0.2
0.16666667,0.85833333
0.8,0.24166667
0.016666667,0.40833333
0.84166667,0.058333333
0.075,0.65833333
0.78333333,0.10833333
0.65,0.14166667
0.33333333,0.05
0.29166667,0.50833333
0.375,0.4
0.6,0.925
0.11666667,0.925
0.11666667,0.26666667
0.033333333,0.96666667
0.71666667,0.26666667
0.94166667,0.44166667
0.31666667,0.69166667
0.475,0.19166667
0.75833333,0.025
0.86666667,0.14166667
0.84166667,0.7
0.70833333,0.875
0.46666667,0.725
0.025,0.41666667
0.6,0.70833333
0.375,0.091666667
0.091666667,0.7
0.23333333,0.575
0.075,0.15
0.49166667,0.675
0.375,0.10833333
0.80833333,0.4
0.96666667,0.925
0.40833333,0.54166667
0.13333333,0.55
0.425,0.73333333
0.425,0.54166667
0.725,0.29166667
0.93333333,0.475
0.80833333,0.86666667
0.425,0.63333333
0.44166667,0.4
0.025,0.066666667
0.21666667,0.86666667
0.325,0.85
0.45833333,0.71666667
0.60833333,0.10833333
0.10833333,0.41666667
0.65,0.175
0.70833333,0.31666667
0.49166667,0.125
0.23333333,0.95
0.016666667,0.15
0.40833333,0.85
0.15,0.95
0.30833333,0.76666667
0.36666667,0.80833333
0.05,0.28333333
0.68333333,0.61666667
0.125,0.875
0.7,0.53333333
0.95,0.53333333
0.78333333,0.78333333
0.48333333,0.39166667
0.49166667,0.36666667
0.25,0.91666667
0.275,0.33333333
0.5,0.50833333
0.50833333,0.375
0.80833333,0.16666667
0.28333333,0.36666667
0.525,0.13333333
0.475,0.76666667
0.94166667,0.975
0.15833333,0.30833333
1,0.96666667
0.84166667,0.0083333333
0.55833333,0.23333333
0.05,0.26666667
0.16666667,0.033333333
0.11666667,0.525
0.65833333,0.36666667
0.44166667,0.78333333
0.95833333,0.375
0.8,0.29166667
0.66666667,0.70833333
0.775,0.9
0.25,0.89166667
0.041666667,0.175
0.25833333,0.46666667
0.55833333,0.125
0.19166667,0.0083333333
0.091666667,0.39166667
0.69166667,0.58333333
0.11666667,0.475
0.95,0.625
0.14166667,0.016666667
0.14166667,0.025
0.25,0.21666667
0.05,0.041666667
0.575,0.59166667
0.4,0.925
0.95,0.21666667
0.033333333,0.16666667
0.66666667,0.54166667
0.15833333,0.95833333
0.058333333,0.75
0.94166667,0.73333333
0.65,0.3
0.35,0.53333333
0.24166667,0.94166667
0.083333333,0.033333333
0.083333333,0.05
0.83333333,0.73333333
0.56666667,0.56666667
0.66666667,0.60833333
0.575,0.175
0.033333333,0.24166667
0.2,0.43333333
0.175,0.53333333
0.34166667,0.33333333
0.975,0.45833333
0.25,0.5
0.81666667,0.71666667
0.14166667,0.99166667
0.63333333,0.625
0.125,0.20833333
0.125,0.18333333
0.43333333,0.625
0.83333333,0.55
0.83333333,0.25833333
0.15833333,0.76666667
0.35,0.75
0.61666667,0.058333333
0.18333333,0.55833333
0.30833333,0.25
0.9,0.325
0.0083333333,0.69166667
0.0083333333,0.49166667
0.26666667,0.5
0.10833333,0.26666667
0.64166667,0.80833333
0.175,0.70833333
0.98333333,0.325
0.44166667,0.10833333
0.05,0.18333333
0.7,0.675
0.575,0.38333333
0.83333333,0.28333333
0.041666667,0.525
0.975,0.49166667
0.48333333,0.21666667
0.25,0.225
0.55833333,0.875
0.95,0.90833333
0.44166667,0.76666667
0.091666667,0.091666667
0.55833333,0.44166667
0.34166667,0.65833333
0.95833333,0.23333333
0.125,0.475
0.016666667,0.75
0.73333333,0.86666667
0.63333333,0.71666667
0.54166667,0.96666667
0.84166667,0.80833333
0.91666667,0.66666667
0.49166667,0.54166667
0.94166667,0.6
0.875,0.55
0.775,0.041666667
0.49166667,0.575
0.24166667,0.025
0.20833333,0.29166667
0.975,0.375
0.38333333,0.7
0.18333333,0.15
0.44166667,0.325
0.45,0.36666667
0.2,0.85833333
0.75833333,0.26666667
0.59166667,0.59166667
0.54166667,0.75
0.041666667,0.85833333
0.90833333,0.83333333
0.64166667,0.525
0.083333333,0.98333333
0.55833333,0.11666667
0.15,0.25
0.18333333,0.40833333
0.825,0.4
0.475,0.50833333
0.70833333,0.95833333
0.64166667,0.26666667
0.95833333,0.63333333
0.54166667,0.73333333
0.39166667,0.025
0.775,0.55
0.53333333,0.50833333
0.875,0.86666667
0.89166667,0.325
0.65833333,0.175
0.033333333,0.14166667
0.79166667,0.66666667
0.99166667,0.55
0.74166667,0.26666667
0.88333333,0.525
0.29166667,0.475
0.83333333,0.15833333
0.93333333,0.025
0.75833333,0.63333333
0.96666667,0.56666667
0.71666667,0.53333333
0.68333333,0.925
0.95,0.79166667
0.81666667,0.95
0.825,0.25833333
0.10833333,0.325
0.75833333,0.925
0.083333333,0.875
0.99166667,0.51666667
0.58333333,0.24166667
0.85833333,0.79166667
0.28333333,0.93333333
0.46666667,0.825
0.1,0.94166667
0.48333333,0.80833333
0.45,0.20833333
0.125,0.61666667
0.39166667,0.14166667
0.89166667,0.21666667
0.66666667,0.091666667
0.925,0.88333333
0.49166667,0.46666667
0.49166667,0.20833333
0.71666667,0.94166667
0.16666667,0.45833333
0.10833333,0.95833333
0.61666667,0.95
0.58333333,0.41666667
0.4,0.79166667
0.41666667,0.625
0.73333333,0.95833333
0.35,0.88333333
0.55,0.24166667
0.775,0.3
0.14166667,0.75
0.61666667,0.05
0.40833333,0.16666667
0.5,0.10833333
0.74166667,0.56666667
0.975,0.23333333
0.925,0.26666667
0.56666667,0.175
0.85,0.69166667
0.85833333,0.85833333
0.875,0.80833333
0.091666667,0.78333333
0.225,0.041666667
0.74166667,0.28333333
0.1,0.66666667
0.40833333,0.33333333
0.18333333,0.55
0.95833333,0.85833333
0.26666667,0.525
0.925,0.43333333
0.46666667,0.225
0.46666667,0.56666667
0.65,0.53333333
0.79166667,0.475
0.64166667,0.29166667
0.61666667,0.033333333
0.16666667,0.71666667
0.13333333,0.41666667
0.56666667,0.16666667
0.28333333,0.76666667
0.4,0.31666667
0.21666667,0.2
0.51666667,0.29166667
0.033333333,0.29166667
0.825,0.45833333
0.79166667,0.48333333
0.69166667,0.45833333
0.46666667,0.9
0.68333333,0.9
0.40833333,0.74166667
0.375,0.975
0.725,0.675
0.016666667,0.925
0.11666667,0.56666667
0.31666667,0.96666667
0.79166667,0.825
0.725,0.975
0.54166667,0.90833333
0.45833333,0.95
0.23333333,0.45
0.625,0.16666667
0.68333333,0.58333333
0.36666667,0.083333333
0.525,0.56666667
0.66666667,0.41666667
0.88333333,0.9
0.225,0.59166667
0.93333333,0.76666667
0.50833333,0.56666667
1,0.65833333
0.73333333,0.21666667
0.9,0.36666667
0.775,0.025
0.625,0.83333333
0.70833333,0.85833333
0.6,0.525
0.34166667,0.225
0.13333333,0.16666667
0.68333333,0.05
0.875,0.91666667
0.44166667,0.75833333
0.75833333,0.575
0.34166667,0.9
0.21666667,0.50833333
0.425,0.041666667
0.24166667,0.175
0.63333333,0.175
0.058333333,0.14166667
1,0.3
0.525,0.975
0.36666667,0.79166667
0.85833333,0.033333333
0.066666667,0.675
0.75,0.225
0.091666667,0.65833333
0.625,0.85833333
0.19166667,0.91666667
0.975,0.016666667
0.35,0.25833333
0.525,0.525
0.425,0.40833333
0.058333333,0.83333333
0.875,0.575
0.425,0.275
0.81666667,0.1
0.50833333,0.14166667
0.225,0.125
0.825,0.75833333
0.85,0.19166667
0.033333333,0.35833333
0.38333333,0.85833333
0.89166667,0.94166667
0.41666667,0.85
0.16666667,0.083333333
0.925,0.69166667
0.091666667,0.98333333
0.10833333,0.69166667
0.58333333,0.45833333
0.74166667,0.016666667
0.59166667,0.80833333
0.60833333,0.55
0.29166667,0.90833333
0.725,0.54166667
0.40833333,0.825
0.325,0.45833333
0.15,0.1
0.425,0.93333333
0.46666667,0.61666667
0.10833333,0.058333333
0.96666667,0.275
0.725,0.1
0.38333333,0.075
0.91666667,0.0083333333
0.15,0.96666667
0.95833333,0.2
0.75833333,0.125
0.53333333,0.033333333
0.11666667,0.85
0.20833333,0.50833333
0.91666667,0.49166667
0.70833333,0.29166667
0.26666667,0.7
0.325,0.68333333
0.64166667,0.56666667
0.16666667,0.525
0.25833333,0.76666667
0.69166667,0.38333333
0.3,0.14166667
0.86666667,0.225
0.68333333,0.83333333
0.475,0.775
0.18333333,0.71666667
0.675,0.68333333
0.90833333,0.275
0.26666667,0.75
0.29166667,0.91666667
0.30833333,0.4
0.625,0.80833333
0.54166667,0.14166667
0.50833333,0.50833333
0.14166667,0.40833333
0.0083333333,0.88333333
0.4,0.775
0.94166667,0.50833333
0.65833333,0.98333333
0.033333333,0.74166667
0.26666667,0.175
0.69166667,0.375
0.45,0.625
0.79166667,0.275
0.4,0.066666667
0.25833333,0.016666667
0.45833333,0.75833333
0.083333333,0.016666667
0.64166667,0.71666667
0.30833333,0.65
0.28333333,0.86666667
0.71666667,0.93333333
0.89166667,0.99166667
0.016666667,0.94166667
0.31666667,0.033333333
0.475,0.44166667
0.19166667,0.775
0.45,0.58333333
0.84166667,0.39166667
0.46666667,0.15833333
0.15,0.95833333
0.74166667,0.35
0.15,0.86666667
0.40833333,0.05
0.60833333,0.33333333
0.058333333,0.45833333
0.066666667,0.033333333
0.74166667,0.85
0.43333333,0.5
0.41666667,0.83333333
0.65833333,0.79166667
0.85833333,0.61666667
0.51666667,0.16666667
0.43333333,0.725
0.325,0.80833333
0.225,0.13333333
0.43333333,0.14166667
0.28333333,0.041666667
0.95,0.66666667
0.075,0.38333333
0.60833333,0.53333333
0.525,0.2
0.74166667,0.8
0.66666667,0.91666667
0.60833333,0.66666667
0.53333333,0.725
0.7,0.7
0.35833333,0.18333333
0.65833333,0.15
0.70833333,1
0.31666667,0.68333333
0.75833333,0.091666667
0.75833333,0.8
0.25,0.35
0.9,0.84166667
0.80833333,0.71666667
0.14166667,0.1
0.675,0.86666667
0.575,0.0083333333
0.6,0.69166667
0.89166667,0.13333333
0.36666667,0.05
0.16666667,0.86666667
0.53333333,0.53333333
0.66666667,0.51666667
0.64166667,0.55
0.35,0.425
0.175,0.083333333
0.525,0.69166667
0.69166667,0.85833333
0.25,0.50833333
0.71666667,0.70833333
0.9,0.066666667
0.64166667,0.69166667
0.5,0.033333333
0.925,0.091666667
0.69166667,0.99166667
0.26666667,0.55
0.041666667,0.075
0.175,0.64166667
0.64166667,1
0.6,0.11666667
0.425,0.13333333
0.625,0.81666667
0.6,0.3
0.033333333,0.88333333
0.18333333,0.4
0.13333333,0.66666667
0.6,0.9
0.38333333,0.016666667
0.49166667,0.89166667
0.9,0.71666667
0.725,0.78333333
0.98333333,0.44166667
0.89166667,0.19166667
0.7,0.21666667
0.19166667,0.21666667
0.9,0.60833333
0.55833333,0.71666667
0.058333333,0.55833333
0.45833333,0.375
0.40833333,0.34166667
0.5,0.45
0.55,0.041666667
0.85,0.44166667
0.575,1
0.24166667,0.475
0.64166667,0.083333333
0.96666667,0.25
0.2,0.89166667
0.10833333,0.93333333
0.96666667,0.96666667
0.19166667,0.58333333
0.74166667,0.46666667
0.25,0.26666667
0.18333333,0.45
0.98333333,1
0.375,0.15
0.225,0.36666667
0.34166667,0.23333333
0.35833333,0.1
0.50833333,0.28333333
0.45,0.35
0.575,0.31666667
0.98333333,0.36666667
0.76666667,0.98333333
0.58333333,0.775
0.59166667,0.525
0.1,0.16666667
0.99166667,0.825
0.675,0.91666667
0.14166667,0.15
0.066666667,0.2
0.025,0.38333333
0.81666667,0.85
0.43333333,0.46666667
0.21666667,0.29166667
0.76666667,0.725
